Time	Model	Meas
158	0.474084150203244	0.428862589059578
159	0.688006351693375	0.656643349297254
160	-0.337037870915669	-0.297533919200128
161	-0.755867083465327	-0.71615013313728
162	0.186329370544883	0.154303892572672
163	0.793679332824891	0.747010911651814
164	-0.0279496556620513	-0.00490171024230873
165	-0.799887206073673	-0.747991253700276
166	-0.131794778698796	-0.144696540497746
167	0.774193219217554	0.719051945600727
168	0.286533050487729	0.288506929617892
169	-0.717572149847006	-0.661350559677148
170	-0.430083956642989	-0.420777041553321
171	0.632234153745028	0.577195151366484
172	0.556702872315797	0.536216071826618
173	-0.521538537715468	-0.469951937001161
174	-0.661311621928921	-0.63020645922685
175	0.389861550897121	0.34391064515579
176	0.73970212447875	0.698988588258008
177	-0.24242339656994	-0.204112927504189
178	-0.788705647273272	-0.739811173758846
179	0.085081301565886	0.0561506927524196
180	0.806320861483876	0.75104131230933
181	0.0759031546873282	0.0940575697094464
182	-0.791795525768353	-0.732229798367441
183	-0.234113209615363	-0.240503529382935
184	0.745658466083388	0.684129092490854
185	0.383232670786149	0.377329347881105
186	-0.669700497495172	-0.608663222914633
187	-0.517298060092944	-0.499061992464032
188	0.566904968630379	0.508850824421827
189	0.630937083804155	0.600832157348397
190	-0.441330620296615	-0.388684392952147
191	-0.719583893118509	-0.678569035938827
192	0.297951356479188	0.252970585764382
193	0.779662510780028	0.729163153091703
194	-0.142459252158037	-0.107137955146041
195	-0.808731055732947	-0.750590744120911
196	-0.0189614009679903	-0.0429801936781408
197	0.805580950151393	0.741994705385283
198	0.179880042017057	0.191379134755197
199	-0.770287079997485	-0.703718878434244
200	-0.333876001115179	-0.332122910442046
201	0.70420683062851	0.637294296345834
202	0.474794668783241	0.459581769711213
203	-0.609927955336682	-0.545377942403592
204	-0.596993454610301	-0.568657358191931
205	0.491167275958042	0.431646470765206
206	0.695567706551324	0.654986652344972
207	-0.352624179402019	-0.300649140296211
208	-0.766547546168585	-0.715116480404214
209	0.199794683626549	0.157625844215368
210	0.807057721192065	0.746641649247288
211	-0.0387534287740058	-0.0082975143659107
212	-0.815434039753902	-0.74830115212047
213	-0.124087759590082	-0.141362716058183
214	0.791291672689139	0.720028608908834
215	0.282235139902617	0.28536843783995
216	-0.735542523096945	-0.662954921340844
217	-0.42937199447776	-0.417959422108119
218	0.650360889912355	0.57936303691922
219	0.559610915163407	0.533832029491963
220	-0.539098713839519	-0.472596631020827
221	-0.667729359307652	-0.628351355696128
222	0.406153707449254	0.346926359881602
223	0.749379052115032	0.697736627672449
224	-0.256795556143343	-0.207379034347112
225	-0.801260840019977	-0.739212434541871
226	0.0969570576345496	0.059536547438738
227	0.821257964808743	0.751119744029619
228	0.0670015227985244	0.0906874013671857
229	-0.808522375950705	-0.732982263756181
230	-0.228545522413149	-0.237283854118422
231	0.763510563664312	0.685525492932497
232	0.381226307651463	0.374388952704921
233	-0.687967403577686	-0.610647702391513
234	-0.518938679164667	-0.496518493183224
235	0.584858575551833	0.511344003754868
236	0.636164981228861	0.598787293934197
237	-0.458254171764374	-0.391586544968029
238	-0.728196155804279	-0.677104602927803
239	0.313168060587411	0.256165624382468
240	0.791320885902463	0.728337727804297
241	-0.155359345122272	-0.110498078821609
242	-0.822975232049616	-0.750437343568618
243	-0.00889622251324335	-0.0395893898921149
244	0.821846729795217	0.742519465590195
245	0.173055799036872	0.188093283010154
246	-0.787928723491167	-0.704900808988165
247	-0.330570056896695	-0.329073444807787
248	0.722522690240086	0.639086120026607
249	0.475144460666408	0.456890668813108
250	-0.628188379312377	-0.547707986263986
251	-0.600990790326988	-0.566432266065905
252	0.508643673967707	0.434421533050805
253	0.703058861493189	0.653316572676066
254	-0.368618091456372	-0.303758218515591
255	-0.777239166847527	-0.714068216379184
256	0.213665692761949	0.160944575239755
257	0.820528308526247	0.746257131427135
258	-0.0499448021004721	-0.0116931489543275
259	-0.831150562847345	-0.748595761218001
260	-0.116026728012796	-0.138026003289273
261	0.808630658382622	0.720990560560146
262	0.27763098093311	0.282224115401302
263	-0.75381478697413	-0.664545737479886
264	-0.428413841140661	-0.415133262897279
265	0.668838927853372	0.58151908490043
266	0.562342740564931	0.531437079877365
267	-0.557045665524966	-0.475231668924957
268	-0.674047993496746	-0.626483413662356
269	0.422852738788278	0.349934986192486
270	0.759038066117494	0.696470410900854
271	-0.271578489068869	-0.210640904012315
272	-0.81388015134004	-0.738598591703317
273	0.109231103888319	0.0629211856716519
274	0.836338790203961	0.751182828837647
275	0.0577299934291045	0.0873153800958775
276	-0.825466943365678	-0.733719752818472
277	-0.222651132319258	-0.234059330659572
278	0.78164580441418	0.686907886686557
279	0.378949538175536	0.371440907996883
280	-0.70657168585171	-0.612619705087181
281	-0.520376065099294	-0.493964849014319
282	0.60319041749326	0.513826735284317
283	0.64126503263258	0.596730196071183
284	-0.475581791733557	-0.39448069607008
285	-0.736761178862451	-0.675626335285199
286	0.328798587014748	0.259355429013041
287	0.803014639488641	0.727497421087807
288	-0.168666520081933	-0.113855944795479
289	-0.837336123726663	-0.750268610046903
290	0.00155304637765952	-0.0361977772139013
291	0.838306033531404	0.743029054604122
292	0.16588581678067	0.184803588134726
293	-0.805833100208182	-0.706068336977177
